ir_L,ir_R,degree
2.5,17.3,35.03
2.6,16.9,34.96
2.6,16.4,34.94
2.5,16.0,21.52
2.5,15.5,18.96
2.5,14.5,19.09
2.5,11.8,19.11
2.6,9.3,19.02
2.6,6.3,19.15
2.4,5.3,19.03
2.4,4.4,18.89
2.5,4.5,18.95
2.5,5.5,18.91
2.4,5.5,13.42
2.5,4.8,9.03
2.7,4.7,9.02
3.0,6.1,9.02
3.5,7.8,9.28
3.6,9.9,9.05
4.1,10.8,9.08
4.5,13.2,9.06
5.3,14.9,9.06
5.6,17.3,9.14
6.2,15.1,9.53
6.8,8.3,18.42
7.7,7.1,18.47
8.4,7.5,19.52
9.1,7.1,34.55
9.4,10.5,36.27
9.8,15.6,36.34
10.3,21.0,36.27
10.5,25.5,33.54
11.0,26.6,19.86
11.7,26.6,19.75
11.3,25.4,19.71
12.0,22.2,20.83
12.6,23.8,29.97
12.9,26.2,35.0
13.3,26.8,35.88
13.4,25.9,35.89
14.0,24.7,35.88
13.8,24.6,35.88
14.0,24.7,35.9
14.4,24.3,35.87
14.5,24.0,35.87
14.7,23.2,35.89
14.9,23.2,35.84
14.7,22.5,35.96
14.9,22.6,39.47
15.6,21.9,39.51
15.9,21.6,39.47
15.8,21.4,39.4
11.8,21.6,39.43
10.5,21.5,39.4
8.4,21.3,39.53
7.2,21.4,39.24
5.8,21.1,38.24
5.0,20.9,30.68
4.2,20.9,26.14
4.2,22.2,26.08
4.0,20.0,26.04
3.5,18.6,26.09
3.4,16.0,26.04
3.3,14.5,12.01
3.4,12.4,3.48
3.1,11.7,2.99
3.1,9.9,3.04
3.4,8.7,3.0
3.8,7.1,3.0
4.5,6.2,3.11
4.9,5.1,15.62
5.9,4.6,23.08
6.3,4.3,23.3
6.0,4.8,23.28
6.0,5.9,23.28
6.1,6.4,23.25
6.2,7.3,23.29
6.7,10.0,23.27
7.0,11.5,23.25
7.8,13.7,22.05
8.5,15.0,19.87
9.5,16.6,15.44
9.7,17.6,12.4
10.7,19.0,12.46
10.4,19.7,12.44
9.6,21.0,12.38
9.1,21.3,12.51
9.7,21.3,29.59
12.3,21.2,35.91
14.9,21.7,36.46
19.1,22.1,36.25
19.3,22.7,36.37
15.3,23.0,36.26
11.9,23.5,36.25
10.6,23.3,36.26
12.1,23.6,36.23
16.4,23.9,36.25
18.9,23.5,36.24
21.6,23.4,36.26
21.7,23.1,36.28
21.4,23.4,36.25
22.8,23.1,36.24
27.8,23.0,36.26
31.0,22.8,36.25
34.9,21.6,36.34
35.4,20.1,36.29
36.3,17.2,36.29
37.0,16.5,39.23
37.3,18.0,44.77
38.3,18.9,44.83
38.9,19.7,44.86
38.6,20.1,44.85
38.5,20.3,44.87
38.4,20.5,44.84
38.1,20.5,44.85
38.4,20.8,44.83
38.5,21.0,44.82
37.7,21.1,44.83
34.8,21.5,44.85
37.0,21.7,44.83
36.9,22.0,44.8
37.1,22.1,44.84
36.4,22.2,44.94
35.5,22.4,44.8
33.8,22.5,44.89
33.8,22.7,44.86
32.4,22.6,44.81
30.1,22.9,44.83
28.9,23.3,44.82
28.3,23.4,44.81
27.9,23.3,44.84
26.8,23.3,44.83
25.5,23.8,42.21
25.2,24.1,35.83
25.8,24.3,35.98
26.2,24.4,35.9
27.2,24.7,34.88
26.3,26.9,34.57
23.3,27.7,34.65
19.0,28.4,34.58
10.4,28.2,34.6
6.6,28.2,34.38
4.0,27.8,32.11
3.5,28.1,32.1
3.2,30.5,32.15
3.3,26.7,28.39
3.2,22.4,26.5
3.0,21.1,26.44
3.0,19.5,26.5
3.1,18.4,30.79
3.1,16.9,34.52
3.0,16.4,36.25
3.0,15.6,36.2
3.0,15.3,36.11
3.1,14.6,27.92
3.0,14.1,15.15
2.9,11.8,6.94
2.9,9.1,6.63
3.1,5.8,6.72
3.3,4.9,6.78
3.3,4.3,6.74
3.7,4.8,6.81
4.1,4.4,6.73
4.5,3.9,6.65
4.8,4.3,6.89
5.3,5.1,6.79
5.5,6.4,7.21
5.9,7.2,7.74
6.3,7.9,15.78
6.9,9.2,16.15
7.1,10.0,17.23
8.1,10.9,28.24
8.8,11.4,29.82
10.2,12.0,29.76
11.1,12.2,29.73
12.1,12.8,29.77
13.5,13.1,29.73
14.8,13.5,29.72
16.9,13.8,29.73
17.7,14.1,29.72
18.3,14.0,29.74
19.0,13.3,29.82
19.4,12.4,29.74
20.1,12.6,29.77
20.9,13.7,29.56
21.6,14.9,19.93
23.6,15.1,19.7
25.2,14.8,40.06
26.7,14.0,46.57
26.4,13.5,49.96
26.2,13.2,50.0
25.9,12.7,49.97
25.1,12.1,49.95
23.6,11.8,49.98
21.8,11.4,49.98
20.2,11.1,49.72
16.5,11.1,48.78
13.0,11.4,46.33
9.4,12.2,41.55
5.4,12.9,31.71
4.2,13.7,28.95
3.2,13.6,21.1
2.9,12.7,13.17
2.8,13.1,10.88
2.9,13.3,11.12
2.9,12.5,10.91
3.1,11.1,11.4
3.4,9.9,15.95
3.5,8.3,22.28
3.8,7.5,31.53
4.0,6.6,31.55
4.0,6.4,31.62
3.8,5.9,31.53
3.9,5.9,31.55
4.0,5.4,31.49
4.1,5.1,31.48
4.0,5.0,31.44
4.1,4.9,31.48
4.1,4.8,31.29
4.2,4.4,27.32
4.2,4.2,22.5
4.1,3.8,22.46
4.3,3.7,10.85
4.6,3.9,5.09
5.0,4.7,0.06
5.3,7.5,0.11
6.3,9.4,0.03
6.9,11.9,4.84
8.4,13.3,24.33
9.9,15.0,26.31
10.7,15.7,26.29
10.2,17.0,26.32
9.0,17.4,26.41
8.6,18.1,30.41
10.2,18.5,30.35
12.0,18.8,30.35
15.9,19.3,30.36
18.2,19.4,33.87
19.9,19.6,33.87
20.2,19.8,33.84
24.8,19.9,33.86
28.9,19.9,36.27
31.3,20.0,36.38
34.1,20.1,37.48
34.3,20.1,37.43
33.8,19.9,37.38
33.7,17.6,37.39
34.0,14.3,39.6
33.4,9.5,40.59
33.9,8.3,40.67
34.1,9.3,40.68
34.7,10.9,40.73
33.8,14.0,40.63
33.4,15.6,40.64
33.8,16.9,40.74
33.9,17.6,40.55
34.1,17.9,40.62
33.2,18.4,40.57
33.0,18.6,40.57
33.5,18.5,40.58
34.3,18.0,40.59
34.3,16.6,42.86
33.3,16.0,45.4
32.2,15.2,48.2
29.6,15.0,49.71
28.4,15.1,49.95
27.8,15.0,49.93
27.6,15.9,49.96
26.9,16.7,49.88
26.5,18.0,49.92
25.0,18.7,49.83
24.5,19.6,49.25
24.1,20.6,45.51
23.8,22.0,41.14
21.0,22.4,41.21
18.0,23.7,37.69
12.9,24.4,34.62
9.7,24.1,32.49
6.0,22.0,32.56
4.6,20.1,32.48
3.8,19.4,32.55
3.4,20.6,36.54
3.2,18.7,42.96
3.1,19.1,43.35
3.0,19.6,43.26
2.9,18.8,43.29
2.8,19.0,43.19
2.8,18.8,43.03
2.8,20.1,40.08
2.8,20.0,40.08
2.7,20.3,40.03
2.7,18.1,40.12
2.7,16.7,34.22
2.7,16.6,33.09
2.7,16.4,33.12
2.6,16.0,32.05
2.6,15.3,29.56
2.6,14.8,25.47
2.7,14.1,23.55
2.6,12.9,23.59
2.6,12.1,23.67
2.6,10.3,23.67
2.6,8.8,23.53
2.7,6.3,17.33
2.6,5.3,6.58
2.5,4.2,5.8
2.7,3.8,5.81
3.0,4.5,5.79
3.6,4.2,5.83
3.8,4.1,5.82
4.4,4.6,5.87
4.7,5.9,6.67
5.6,6.6,6.64
6.2,7.6,6.71
7.2,8.5,6.63
8.1,9.9,16.78
9.2,9.1,27.1
9.9,6.9,28.26
10.6,6.3,28.23
10.7,6.1,28.22
11.5,5.9,28.19
12.1,5.4,28.2
13.1,5.9,28.31
13.2,8.2,28.13
14.2,12.8,28.19
14.8,14.6,28.17
16.4,15.2,34.29
15.9,14.6,37.13
15.9,14.2,37.12
15.9,14.2,38.51
16.2,15.2,41.08
16.4,16.0,41.02
15.9,16.9,41.01
15.8,17.3,41.04
15.8,17.8,41.08
15.7,17.8,40.96
15.5,17.9,39.29
15.1,18.0,39.15
14.5,18.4,39.17
13.6,18.7,39.15
13.6,18.8,39.18
12.3,18.9,39.14
10.3,18.9,39.18
10.9,19.1,39.2
7.0,18.8,39.24
5.5,18.6,39.18
4.3,18.7,39.19
3.3,18.7,39.26
3.0,18.8,39.27
3.0,19.0,39.17
2.8,18.9,39.04
2.4,19.0,35.82
2.3,20.5,35.73
2.6,21.8,35.79
2.6,21.2,35.78
2.2,20.8,35.77
2.2,20.6,35.78
2.4,19.7,35.76
2.4,19.0,32.52
2.6,18.5,32.3
2.6,17.8,32.27
2.2,15.5,32.33
2.2,14.5,32.35
2.5,13.8,32.24
2.6,12.8,32.24
2.2,12.4,32.39
2.1,11.6,32.27
2.4,11.1,27.1
2.4,10.4,18.38
2.3,9.7,0.03
2.3,8.3,0.04
2.5,6.9,0.05
2.9,6.9,0.18
3.0,7.8,0.03
2.7,15.8,0.03
3.0,26.5,0.03
3.3,47.2,0.12
3.5,59.3,0.04
3.4,72.9,0.04
3.4,72.3,0.16
3.4,69.7,0.02
3.4,67.9,0.03
3.7,67.4,0.03
3.7,66.2,0.07
3.3,66.5,0.05
36.2,21.3,0.18
36.8,21.2,0.21
55.4,18.4,0.02
60.2,15.2,0.07
86.5,11.0,0.07
100.0,9.2,21.18
100.0,7.9,22.87
100.0,7.9,22.91
100.0,8.0,53.03
100.0,8.1,75.12
95.4,8.4,75.94
79.8,8.6,75.92
100.0,9.3,95.81
59.0,9.9,99.99
61.9,11.0,100.0
27.3,11.5,100.0
26.0,12.3,100.0
45.6,12.5,100.0
51.3,13.1,94.74
24.2,13.2,94.57
24.0,13.5,86.09
31.4,13.8,85.46
46.0,14.1,82.72
28.6,14.7,82.74
44.1,15.1,86.67
43.2,15.6,99.12
39.7,15.7,85.58
33.8,16.8,74.83
31.1,17.1,64.03
29.2,17.6,59.72
28.0,17.6,59.76
26.3,17.0,59.74
25.4,16.9,57.35
24.5,17.7,47.83
23.1,18.7,43.83
22.8,20.5,31.65
21.1,21.2,27.16
20.7,22.7,27.23
21.3,23.4,27.24
21.4,24.4,27.19
21.8,24.2,27.34
21.7,24.9,42.5
21.6,25.9,42.57
20.7,26.1,42.41
19.9,27.4,39.28
19.1,27.0,27.08
18.9,28.3,26.73
19.1,28.6,26.78
20.7,28.3,26.77
21.7,28.1,26.78
22.9,27.8,26.75
23.2,28.3,26.85
23.1,30.8,26.88
21.4,30.5,47.2
18.3,28.9,49.41
9.3,29.2,49.4
5.4,28.9,49.36
3.7,29.8,49.37
3.3,30.8,34.05
3.2,29.5,30.78
3.0,26.8,30.77
2.9,23.5,30.75
2.9,22.2,30.73
3.0,21.3,30.78
3.0,20.0,30.91
2.9,19.3,16.29
2.8,17.3,13.73
2.9,15.5,8.91
3.0,12.2,8.83
3.2,9.2,8.83
3.3,6.5,8.73
3.6,4.6,8.75
3.9,4.0,8.76
4.3,4.5,8.7
4.5,4.3,8.78
4.8,3.8,8.78
5.0,3.9,8.83
5.2,4.8,8.8
5.6,5.3,8.78
5.9,6.5,8.95
6.7,7.3,8.8
7.0,8.4,11.54
7.9,8.9,20.38
8.5,9.7,36.15
9.8,10.0,36.83
10.3,10.3,36.9
12.0,10.6,36.88
13.3,10.9,36.08
15.2,11.0,25.89
16.2,11.4,20.75
19.4,11.6,18.0
21.3,11.7,18.05
25.7,10.9,23.97
26.9,10.1,29.08
29.4,10.5,29.83
29.8,11.1,30.12
30.5,11.4,30.08
31.6,11.4,30.14
33.8,11.0,34.7
34.7,10.6,39.79
35.2,10.0,39.82
33.4,9.7,39.93
32.5,9.0,39.8
31.0,8.7,39.8
30.7,8.4,33.07
30.0,8.4,29.26
28.2,8.9,29.27
21.7,9.4,29.29
17.3,9.6,29.32
12.3,9.1,29.31
8.6,9.0,29.32
5.9,9.2,29.31
4.9,9.5,33.21
3.8,9.7,42.3
3.4,9.9,43.38
3.1,10.0,43.34
3.1,9.9,43.25
3.0,9.9,39.96
2.8,10.0,10.58
2.8,9.9,7.08
2.8,9.0,7.07
2.8,7.7,7.12
3.2,6.8,7.33
3.5,5.7,9.77
4.0,5.1,27.95
4.4,4.7,28.42
4.5,4.4,28.42
4.4,4.0,28.38
4.6,3.9,28.45
4.7,3.5,28.0
4.9,3.3,23.77
4.8,3.7,12.89
5.1,4.3,12.82
5.3,6.5,12.77
5.7,7.8,12.85
5.9,9.1,12.92
6.5,11.3,12.72
6.7,12.6,12.77
7.4,14.5,13.09
8.1,15.4,33.55
10.1,16.7,36.93
11.4,17.1,36.94
13.0,18.0,37.0
15.1,18.4,36.91
16.1,19.0,36.94
17.2,19.3,36.96
18.2,19.6,36.91
22.8,20.1,36.88
26.2,20.4,36.93
29.3,20.1,38.55
29.3,20.6,40.08
29.5,20.9,39.97
29.1,21.2,43.09
28.6,21.3,43.21
28.1,21.6,43.1
28.4,21.2,43.14
27.7,20.5,43.72
27.4,17.0,45.93
27.6,14.2,45.97
26.8,10.6,45.96
25.4,9.6,45.9
25.2,10.7,45.92
25.3,12.8,45.61
25.3,16.4,45.55
24.6,18.5,43.32
24.3,20.7,43.33
23.6,21.8,43.31
22.9,22.9,43.29
22.0,22.8,40.42
21.1,23.9,35.02
19.7,23.8,31.77
19.1,24.7,29.45
19.5,22.5,24.87
20.4,19.8,23.74
21.5,19.4,23.95
22.1,20.8,26.35
23.2,22.1,29.88
23.4,22.6,30.0
24.6,23.6,29.94
25.2,23.9,29.88
25.6,22.5,29.87
26.2,20.3,29.87
27.5,17.3,35.84
28.2,15.8,42.48
26.6,15.4,42.56
21.2,16.2,42.46
15.9,16.5,42.47
8.4,16.5,42.46
5.9,16.0,42.48
4.4,15.5,42.46
3.8,14.9,42.43
3.4,15.4,42.41
3.3,14.6,42.42
3.2,14.3,42.34
3.1,14.6,42.31
3.0,14.8,42.84
3.0,15.0,48.15
2.9,13.5,48.18
2.9,13.1,48.16
2.9,13.1,48.11
2.8,13.1,48.01
2.8,13.1,48.01
2.8,13.0,44.64
2.7,12.8,44.59
2.7,12.8,44.56
2.7,12.7,44.54
2.7,12.8,42.12
2.7,12.5,39.84
2.7,12.4,39.84
2.6,12.2,39.85
2.6,12.1,39.95
2.6,11.8,39.85
2.6,11.3,36.72
2.6,10.3,31.94
2.6,9.2,31.74
2.6,7.4,30.02
2.5,6.6,29.26
2.6,5.6,19.53
2.6,5.1,15.56
2.5,4.6,10.3
2.5,4.9,7.62
2.5,5.5,7.62
2.5,4.8,7.63
2.5,4.5,6.46
2.9,6.0,2.59
3.1,8.0,0.05
3.8,10.2,0.06
4.3,11.6,0.04
4.9,15.1,0.08
6.0,16.5,0.07
6.8,8.9,0.07
7.9,7.2,1.68
8.5,7.4,17.2
9.8,7.0,24.4
10.9,15.2,28.54
11.9,21.1,33.32
12.9,23.5,33.26
14.6,22.8,33.29
14.1,21.8,34.03
17.9,20.8,34.12
13.2,19.5,34.05
13.5,20.4,34.85
13.8,22.8,37.43
14.0,23.7,39.99
14.0,24.4,44.91
14.0,24.8,45.25
14.2,24.4,45.28
14.0,24.0,45.29
13.6,24.6,45.24
13.4,25.0,45.26
13.4,24.6,45.21
13.4,24.7,45.23
13.0,25.2,45.26
12.3,26.3,45.27
11.5,26.2,45.16
11.6,27.2,45.23
9.3,26.8,45.19
8.0,26.9,39.38
7.4,27.3,37.54
5.4,28.1,37.49
4.4,28.4,28.6
4.1,27.6,20.7
3.8,26.7,15.86
3.7,24.8,0.06
4.0,24.4,0.05
4.6,22.3,0.08
5.9,20.1,0.04
6.4,16.6,0.29
7.6,12.7,0.16
9.5,10.1,24.36
12.4,7.9,25.11
12.2,7.1,25.08
10.8,6.5,25.19
9.9,6.2,25.02
9.9,5.5,24.83
9.5,5.2,23.91
8.9,4.8,21.81
7.6,4.6,20.81
7.2,4.2,18.08
6.8,4.1,9.95
6.4,4.9,0.09
7.0,5.6,0.34
7.6,8.4,0.03
9.2,10.5,0.14
10.7,12.6,17.65
13.5,13.2,24.65
14.1,13.9,29.49
15.0,14.2,29.57
17.0,14.6,29.59
23.1,15.2,29.52
23.3,15.5,29.46
15.8,16.1,29.58
12.2,16.4,29.43
12.4,16.5,29.46
13.7,16.6,29.44
16.9,16.7,29.44
25.6,17.0,29.53
29.2,17.1,29.45
25.9,17.3,29.46
19.7,17.1,29.64
15.1,16.9,29.48
17.2,16.6,29.43
22.3,16.4,29.42
26.4,15.9,29.45
38.9,15.5,29.47
46.7,14.7,29.45
38.1,14.0,29.46
34.6,12.4,42.24
52.0,11.6,44.17
65.6,11.3,44.14
71.6,11.3,44.21
72.8,11.7,44.22
73.4,12.2,44.21
73.7,12.4,44.21
73.5,12.6,44.18
72.1,12.8,44.17
72.2,13.0,44.2
72.2,13.1,44.2
71.4,13.2,44.27
70.9,13.2,44.22
71.5,13.3,44.15
71.5,13.4,44.2
70.1,13.5,44.17
68.8,13.6,44.18
68.5,13.6,44.17
68.1,13.7,44.2
68.2,13.8,44.17
68.0,14.0,44.13
67.7,14.0,44.17
66.1,14.0,44.19
65.4,14.0,44.16
63.2,14.1,44.13
60.2,14.3,44.03
54.5,14.2,44.03
51.0,14.2,44.06
48.8,14.3,44.03
48.2,14.4,44.07
48.0,14.5,44.09
45.6,14.4,44.1
45.4,14.5,44.08
42.9,14.5,44.08
40.7,14.5,44.08
45.5,14.7,44.11
47.8,15.5,44.15
49.1,16.1,45.79
48.8,16.5,47.92
39.3,16.6,47.91
27.0,17.1,47.75
11.6,17.2,47.57
7.3,17.2,42.3
4.9,17.1,42.33
4.4,17.2,42.33
4.1,17.2,42.3
4.1,17.5,42.28
3.9,16.9,42.37
3.6,16.8,44.99
3.4,15.5,45.01
3.4,14.8,45.08
3.3,14.5,44.97
3.2,14.6,44.87
3.1,14.6,44.86
3.0,14.8,44.73
3.1,14.9,44.83
3.0,14.9,43.34
2.8,14.8,41.1
2.8,14.5,39.26
2.8,14.7,33.58
2.8,14.4,23.1
2.8,14.0,0.84
2.9,13.3,0.05
2.8,10.2,0.04
2.8,7.4,0.08
2.9,5.2,0.03
3.1,4.4,0.03
3.1,4.5,0.04
3.3,5.0,0.14
3.7,4.4,0.02
4.8,4.0,0.06
5.3,4.8,0.1
6.2,6.3,0.04
6.7,7.3,0.18
7.4,9.0,0.04
8.2,10.0,0.13
8.8,11.4,0.08
9.9,12.1,2.31
11.0,12.9,25.44
13.6,13.2,36.42
16.6,13.5,36.51
18.0,13.7,36.53
17.9,13.8,42.41
18.8,13.9,39.99
19.2,13.9,15.07
19.3,13.2,14.46
21.2,12.5,12.54
24.1,13.4,12.55
25.9,13.8,16.75
28.2,13.1,21.9
29.7,12.0,35.41
32.3,10.1,35.49
33.8,9.6,35.11
35.1,8.9,36.08
35.5,8.9,40.68
35.6,9.4,40.61
35.6,9.8,42.91
35.0,10.0,44.06
39.7,10.0,44.06
38.7,10.0,44.02
29.4,10.0,43.95
27.0,9.7,43.95
19.5,9.6,44.05
11.5,9.6,43.99
5.8,9.8,43.97
4.4,10.2,43.47
3.3,10.4,42.45
3.1,10.8,34.54
2.9,10.9,31.24
2.7,11.4,31.15
2.7,11.6,31.13
2.7,11.7,31.2
2.7,11.4,31.28
2.7,11.3,31.22
2.7,11.0,20.17
2.6,10.7,0.09
2.6,9.7,0.03
2.9,8.4,0.09
3.2,6.9,0.03
3.3,6.0,0.03
3.7,5.2,0.03
4.2,4.7,0.04
4.5,3.7,0.2
4.9,3.5,0.26
5.1,4.2,0.03
5.7,5.7,0.06
6.2,8.1,0.04
7.1,9.4,6.74
7.8,11.0,20.52
10.1,11.8,20.57
12.2,12.8,20.63
16.7,13.2,22.23
19.3,13.9,23.33
20.4,14.1,23.34
18.2,14.4,23.39
14.5,14.7,27.23
14.9,14.6,27.97
17.0,14.7,34.87
19.9,14.7,48.72
30.1,14.7,53.82
35.0,14.6,54.8
32.7,14.8,54.76
27.5,14.8,54.77
33.1,15.0,54.77
44.5,15.0,54.78
47.5,15.1,54.79
48.6,15.0,54.77
48.5,14.9,54.77
46.9,14.8,54.75
43.8,14.2,54.89
42.1,13.2,54.87
41.6,11.3,54.74
41.0,9.9,54.79
40.7,8.2,54.81
40.0,7.7,54.82
38.7,8.3,54.81
37.0,9.1,54.83
36.1,10.2,54.77
34.7,12.1,54.81
34.4,13.1,54.83
33.9,14.4,54.76
32.7,15.2,54.79
32.5,15.9,54.79
31.9,16.2,54.61
31.2,16.6,54.53
28.7,17.0,54.54
27.2,17.2,54.55
25.5,17.3,54.56
24.5,17.2,54.56
23.5,16.8,54.54
22.5,16.4,54.29
20.9,16.2,54.3
20.2,15.7,54.33
19.4,15.7,48.98
19.2,16.3,45.52
18.1,17.1,45.51
16.3,19.0,43.79
12.3,20.2,40.13
9.3,21.8,39.02
5.7,23.2,35.1
4.3,24.7,34.48
3.3,27.2,34.49
3.2,28.0,34.52
3.0,26.7,34.44
2.8,25.7,31.12
2.8,23.7,30.97
2.8,23.0,30.97
2.8,21.7,31.01
2.7,22.1,31.04
2.7,23.0,31.05
2.8,22.3,31.04
2.8,23.2,31.04
2.8,22.8,31.04
2.7,20.5,31.02
2.7,18.5,31.04
2.7,17.7,30.97
2.7,17.2,31.01
2.8,16.3,31.01
2.6,16.0,26.33
2.6,15.2,16.09
2.7,14.2,16.05
2.7,12.9,16.08
2.7,10.2,16.22
2.6,8.1,16.12
2.6,5.4,16.12
2.7,4.4,16.16
2.8,3.8,16.05
3.0,3.9,16.21
3.0,4.5,16.17
3.3,4.5,16.07
3.7,4.1,16.14
4.2,4.1,16.12
4.3,4.8,16.13
4.8,5.6,16.16
5.2,6.9,16.16
5.7,7.3,25.94
6.1,8.3,37.56
6.3,8.9,38.16
6.2,9.7,38.18
6.1,10.1,38.13
6.1,11.0,38.11
6.0,11.4,38.1
5.7,11.7,38.18
5.6,11.1,38.19
5.5,9.7,38.13
5.3,8.2,38.15
5.0,7.5,38.08
4.8,6.9,38.06
4.7,6.5,58.99
4.6,6.5,47.77
4.1,6.8,3.66
3.7,7.6,0.04
4.7,9.0,0.08
6.0,32.4,0.06
7.4,34.2,5.47
8.4,29.7,14.67
9.8,31.4,30.63
10.4,35.2,35.12
10.7,35.2,35.1
11.0,34.7,35.17
11.1,34.5,35.2
10.6,34.4,35.16
10.2,35.1,35.13
10.1,35.5,37.55
9.8,36.2,41.24
9.7,35.4,33.6
8.2,36.0,18.96
7.9,35.7,0.16
10.0,32.4,0.03
10.8,28.2,0.03
12.5,23.3,0.03
12.9,20.9,9.37
13.9,16.9,25.76
14.6,14.6,31.61
14.4,12.6,31.44
13.1,12.1,31.43
12.0,11.5,31.41
10.2,11.0,31.14
9.5,10.3,27.87
8.0,9.8,21.59
7.1,8.8,21.27
6.6,8.2,18.94
6.7,7.1,11.42
7.0,6.3,11.44
6.8,5.6,11.47
7.4,5.2,11.41
7.2,4.8,11.4
6.3,4.4,11.44
5.6,4.3,11.4
5.7,4.6,11.46
6.0,5.9,9.96
6.6,7.4,0.43
6.9,9.6,0.33
8.0,13.0,0.18
8.5,14.4,0.2
9.4,16.3,3.12
10.4,17.3,22.13
9.8,18.7,22.18
7.7,19.6,22.19
7.4,21.3,21.17
8.1,22.2,11.0
9.0,23.5,10.21
12.1,23.1,10.36
14.5,23.2,10.29
20.6,23.2,21.36
23.4,22.9,35.27
21.5,22.2,38.11
16.2,21.9,41.6
14.0,22.2,42.53
15.9,22.3,42.57
20.6,22.2,42.56
24.1,22.3,42.49
25.1,22.4,42.58
22.8,23.0,42.42
24.9,23.3,42.39
29.1,23.4,41.38
32.7,23.4,38.82
32.6,23.8,33.83
32.6,23.3,27.75
32.7,21.2,25.57
34.0,17.4,25.69
34.9,18.6,25.61
36.6,20.5,25.75
39.5,20.4,26.13
41.2,19.9,34.28
43.5,19.6,38.03
43.8,19.7,38.35
43.2,20.1,38.35
43.0,20.0,38.25
43.6,19.9,38.41
44.2,19.7,38.23
45.1,19.7,38.21
45.2,19.6,38.23
44.1,19.6,38.24
44.0,19.7,38.22
42.0,19.7,38.22
39.9,19.7,38.21
36.9,19.8,38.2
35.7,19.6,38.26
35.2,19.6,38.23
34.0,19.8,38.29
33.2,20.0,38.22
31.7,20.0,38.23
31.9,20.2,38.26
33.2,20.8,38.2
33.8,22.9,38.32
34.4,23.4,38.23
33.4,23.4,38.18
25.9,23.3,38.23
18.2,22.6,38.2
8.7,23.1,38.2
5.8,22.1,38.17
4.2,21.7,38.28
4.0,21.3,38.3
3.7,21.1,38.16
3.4,18.6,38.18
3.2,17.8,38.29
3.3,17.5,38.22
3.2,17.2,38.18
3.1,17.0,38.01
3.2,16.5,38.04
3.0,16.2,38.07
3.0,15.9,38.05
3.0,15.7,37.84
2.9,15.5,37.84
2.9,15.4,37.43
2.9,15.0,31.76
2.9,14.6,30.18
2.8,13.7,23.7
2.8,12.8,7.61
2.8,10.0,3.29
2.8,7.2,0.03
2.8,5.6,0.03
2.9,4.5,0.03
3.0,5.5,0.08
3.4,5.0,0.1
3.9,4.3,0.11
4.6,5.0,0.12
4.9,6.7,0.03
5.6,8.0,0.03
6.0,9.2,0.08
6.8,11.4,0.08
7.2,12.7,0.06
7.9,14.5,0.05
8.4,15.3,0.06
10.5,15.8,0.14
14.2,15.7,5.09
23.2,13.9,10.24
26.6,10.2,12.97
19.8,11.3,15.3
16.4,12.2,29.24
18.2,11.8,34.26
21.7,11.1,41.82
24.1,10.4,55.13
28.3,10.3,59.44
32.3,10.1,60.58
34.8,10.1,60.54
34.6,9.9,60.26
33.5,9.8,57.18
33.7,9.5,54.25
34.6,9.3,53.18
34.4,9.1,46.16
33.4,8.8,46.06
32.8,8.9,46.05
31.3,9.0,46.08
30.1,9.0,46.08
30.0,9.3,46.06
26.1,9.7,46.16
18.7,10.3,46.12
14.6,10.5,46.15
10.1,10.6,46.19
5.6,10.6,46.09
4.1,10.4,46.25
3.2,10.3,46.08
3.0,10.2,46.09
2.8,10.3,42.08
2.6,10.6,25.58
2.6,11.1,8.57
2.7,12.0,2.49
2.7,11.8,2.43
2.6,10.6,2.43
2.7,9.3,2.42
3.0,7.5,2.42
3.4,6.5,2.37
3.7,5.2,2.37
4.3,4.7,8.58
4.6,4.6,13.6
5.5,4.0,13.55
6.1,3.5,19.5
6.8,3.5,27.89
6.6,4.0,33.63
6.0,4.6,40.5
5.9,5.0,40.94
6.1,5.7,40.91
6.5,6.1,39.68
6.7,6.9,33.61
6.6,7.5,27.61
6.6,8.7,23.0
6.5,9.4,22.94
6.3,10.9,23.04
6.4,11.9,23.13
6.8,13.5,23.69
7.6,14.4,23.56
8.5,16.2,26.03
9.8,17.3,28.47
11.1,18.8,28.53
12.8,19.5,28.57
13.8,20.7,28.51
15.3,20.9,28.37
17.2,21.9,14.16
21.4,22.7,13.32
25.1,22.4,13.28
30.8,21.4,13.37
34.6,21.0,34.71
40.8,19.3,40.59
41.5,17.9,45.64
41.2,15.6,45.75
39.2,14.6,45.65
38.4,13.2,45.71
38.9,13.1,45.63
38.9,14.2,45.61
38.8,14.8,45.59
38.9,15.8,45.58
38.7,16.1,45.66
38.0,16.6,45.65
38.4,16.7,45.65
38.6,16.8,45.59
38.0,17.1,45.61
37.5,17.3,45.68
36.2,17.4,45.59
36.4,17.2,45.58
35.5,16.8,45.58
35.1,16.4,45.57
33.7,15.6,45.58
32.2,15.2,45.6
30.0,14.5,45.6
28.9,14.4,45.6
28.1,14.5,45.58
27.3,14.9,45.59
27.5,15.8,45.56
26.8,16.7,45.55
25.5,17.8,45.56
24.5,18.5,45.56
24.4,19.8,45.57
23.9,20.6,45.64
23.5,21.8,45.58
19.8,22.6,45.63
16.1,23.4,45.56
10.2,23.9,45.49
6.9,23.7,44.06
4.3,23.3,44.13
3.5,22.4,42.44
3.1,21.5,42.03
